AssignmentId	HITId	AssignmentStatus	AutoApprovalTime	AcceptTime	SubmitTime	ApprovalTime	left	top	width	height	label	RandomID
3FE2ERCCZ13BS20OGN8MULJZ0A5OPJ	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598211454.0	1598038619.0	1598038654.0	2020-08-22 10:12:57-04:00	151	105	37	47	football1	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3SITXWYCNZ4WIHD6Y9DHIE53VB3XBM	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598218668.0	1598045857.0	1598045868.0	2020-08-22 10:12:58-04:00	145	102	39	56	football1	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3HL8HNGX49WWU27O0VTZL1A637RF9S	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598223041.0	1598050206.0	1598050241.0	2020-08-22 10:12:58-04:00	122	150	34	29	football1	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3A4TN5196ODI6W5X75RQQCNRP8TCHS	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598235981.0	1598063163.0	1598063181.0	2020-08-22 10:12:58-04:00	149	103	34	48	football1	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
3WQ3B2KGECBOSGSDRGSAN512QY4B1S	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598238002.0	1598065183.0	1598065202.0	2020-08-22 10:12:59-04:00	150	102	33	50	football1	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3WETL7AQWX3ID3PJDAFG8CG7EN535M	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598242015.0	1598069191.0	1598069215.0	2020-08-22 10:12:59-04:00	115	94	136	72	football1	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3BXQMRHWK3T0K4N8KTS3CNHTDVLUMH	3WYZV0QBGM8TVXGC878FTV9HKM9BX4	Approved	1598249455.0	1598076614.0	1598076655.0	2020-08-22 10:13:00-04:00	143	105	39	48	football1	msdTC7mgCuQIAA3FgK0TB0VPDcPstjPfkxIZSLcc9mI1M9I1SD
3VZLGYJEYP5S0FGM4NTK4WC6M3VZXE	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598126155.0	1597953344.0	1597953355.0	2020-08-21 09:11:16-04:00	311	179	79	63	mountainbike	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3AWETUDC96NVAKRR51TJ1MPRYQUIZ0	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598126654.0	1597953805.0	1597953854.0	2020-08-21 09:11:16-04:00	321	183	64	59	mountainbike	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3ZGVPD4G6XCLJY72ZDSNFTR09G6ZTC	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598208811.0	1598035992.0	1598036011.0	2020-08-22 10:13:00-04:00	313	180	75	65	mountainbike	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3DUZQ9U6SQJ3VEPD9GYUKIIIJM0SVU	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598210441.0	1598037619.0	1598037641.0	2020-08-22 10:13:01-04:00	315	179	70	60	mountainbike	DAlnZGNpTHcEeXtopePuELchwHJbM4r3bOVENW8HKtUqL758th
3SBEHTYCWRYV5UHM9FR0NFGPS69IYC	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598211419.0	1598038603.0	1598038619.0	2020-08-22 10:13:01-04:00	320	181	65	64	mountainbike	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3E13VNJ1NRQYFO6JXQKR9S5FLLB1I8	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598213002.0	1598040182.0	1598040202.0	2020-08-22 10:13:01-04:00	314	181	76	65	mountainbike	VsmaZGaZB3YK2EumIABHwQZHN5d8vbgla1l5jTgRCELaljoTDe
3XC1O3LBOWH1E9QYKC1E7EG2U9RTLK	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598218215.0	1598045409.0	1598045415.0	2020-08-22 10:13:02-04:00	312	180	74	62	mountainbike	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3SB4CE2TJZQRZ78ESVDLN3LXDU3XAE	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598222837.0	1598050021.0	1598050037.0	2020-08-22 10:13:02-04:00	317	180	71	63	mountainbike	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3VA45EW49RI8BAHMVLXWTP11XX61O5	3YOAVL4CB3CYFTVIUAMDI2JMIUQ4ZO	Approved	1598233641.0	1598060828.0	1598060841.0	2020-08-22 10:13:03-04:00	318	186	70	58	mountainbike	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
39LNWE0K4YREOLXHZEUBKUACW8EUIM	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598126511.0	1597953702.0	1597953711.0	2020-08-21 09:11:17-04:00	164	64	34	142	gym	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
39ZSFO5CACRAJWHNHWFBWVPC9OQUJN	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598131350.0	1597958497.0	1597958550.0	2020-08-21 09:11:17-04:00	164	67	29	136	gym	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3IRIK4HM3EF297LGBM0MTLY1GQ66C6	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598208434.0	1598035605.0	1598035634.0	2020-08-22 10:13:03-04:00	164	63	30	144	gym	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3K2755HG5WY8XSK5CBY17XTWUPPDFK	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598208945.0	1598036085.0	1598036145.0	2020-08-22 10:13:04-04:00	163	66	30	139	gym	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3Y4W8Q93L3FXTP6VCQ35PJWIIKNVD2	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598215195.0	1598042375.0	1598042395.0	2020-08-22 10:13:04-04:00	163	67	28	138	gym	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
3SKEMFQBZ707WJGSWEEI1I70RWU8K0	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598216963.0	1598044147.0	1598044163.0	2020-08-22 10:13:04-04:00	164	65	31	140	gym	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3RYC5T2D77OEPFS48FPQOGO4BYVPR1	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598218276.0	1598045470.0	1598045476.0	2020-08-22 10:13:05-04:00	165	61	26	146	gym	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3WQ3B2KGECBOSGSDRGSAN512QW7B1R	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598222392.0	1598049569.0	1598049592.0	2020-08-22 10:13:05-04:00	163	65	29	135	gym	ZT9ZUWXIZ2rHZ8IOWDP1xs7WdlM5qYJLXmp05DYr2oWrxYZU8R
30H4UDGLT6DNSZFC37T92HUU5CRMP7	39N6W9XWSGIEMJEXTPMVDK7N25VGYW	Approved	1598224245.0	1598051433.0	1598051445.0	2020-08-22 10:13:06-04:00	167	66	24	137	gym	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3URFVVM169D0JBMRZIIXKPD2SLFZUN	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598126373.0	1597953557.0	1597953573.0	2020-08-21 09:11:18-04:00	198	211	31	83	basketball	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
34Q075JO118N8TP3T0VL3O5JZJ6018	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598146816.0	1597973979.0	1597974016.0	2020-08-21 09:11:18-04:00	200	209	28	76	basketball	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3WEV0KO0OQNH1XPRIVY0EWCBJFKDS4	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598209067.0	1598036211.0	1598036267.0	2020-08-22 10:13:06-04:00	195	212	35	80	basketball	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3OE22WJIGMJR5JL0CMZKTW1YNTKUQ0	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598218092.0	1598045274.0	1598045292.0	2020-08-22 10:13:07-04:00	194	213	35	80	basketball	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3EJJQNKU9V0MCYUGP2HLF7MDP8CRHR	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598223501.0	1598050669.0	1598050701.0	2020-08-22 10:13:07-04:00	195	211	36	82	basketball	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
33PPO7FECZAS7JMVDJ4MAU6OAK1DI1	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598223601.0	1598050757.0	1598050801.0	2020-08-22 10:13:07-04:00	199	210	30	88	basketball	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3I02618YA41657KLC9KVTRBOIZ0UPF	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598233901.0	1598061076.0	1598061101.0	2020-08-22 10:13:08-04:00	192	210	40	113	basketball	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3MMN5BL1W3ZGLAAP59W2PERT0HAM38	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598234981.0	1598062136.0	1598062181.0	2020-08-22 10:13:08-04:00	201	210	25	74	basketball	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3M81GAB8A4EC9KCUCVIPO69AYAKQBQ	3D7VY91L78SI1LH8U066IETJDIPMBV	Approved	1598235054.0	1598062214.0	1598062254.0	2020-08-22 10:13:09-04:00	198	208	32	79	basketball	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
3MB8LZR5BJO2BQ0BQ3NM6NT6BLALKU	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598126455.0	1597953644.0	1597953655.0	2020-08-21 09:11:19-04:00	163	46	57	163	skater2	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3VNXK88KKGDLQZTE0AY33NDSRP19V8	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598126605.0	1597953777.0	1597953805.0	2020-08-21 09:11:19-04:00	161	48	55	160	skater2	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
37W3JXSD6A3D6P1RYWVFO6PX7GLYWB	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598208955.0	1598036127.0	1598036155.0	2020-08-22 10:13:09-04:00	119	42	101	170	skater2	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
32N49TQG3KDZVI3JSGC3ZIOCXHXAVM	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598210811.0	1598037980.0	1598038011.0	2020-08-22 10:13:10-04:00	119	46	101	164	skater2	DAlnZGNpTHcEeXtopePuELchwHJbM4r3bOVENW8HKtUqL758th
3TPWUS5F8DW03M0M24DQRFXE4TUCWA	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598212138.0	1598039328.0	1598039338.0	2020-08-22 10:13:10-04:00	161	43	54	165	skater2	vjDiTsLzz3zn8BsXPGYKPlnePfOH91w1y0YMHpXBlFCnIMvJ48
30MVJZJNHQ8CZ4TKJLKK0Z2YWCK9JX	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598212387.0	1598039569.0	1598039587.0	2020-08-22 10:13:10-04:00	162	46	55	161	skater2	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3M23Y66PO62IGOAC88QM8Q2J2VO6S0	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598218225.0	1598045416.0	1598045425.0	2020-08-22 10:13:11-04:00	163	46	54	161	skater2	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3IQ1VMJRYXF1YBQGPF7770ZF6QBA95	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598222512.0	1598049690.0	1598049712.0	2020-08-22 10:13:11-04:00	162	47	54	157	skater2	ZT9ZUWXIZ2rHZ8IOWDP1xs7WdlM5qYJLXmp05DYr2oWrxYZU8R
3BF51CHDTZ5YC4AHVPY6VBLQGI8H0E	3QGHA0EA1MVE6XBMY2CTRCVABK3BWB	Approved	1598222738.0	1598049926.0	1598049938.0	2020-08-22 10:13:12-04:00	116	43	104	171	skater2	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3OVR4I9USTESOLRLXG82GS34O584QD	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598126532.0	1597953725.0	1597953732.0	2020-08-21 09:11:19-04:00	71	75	74	59	car2	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3WMOAN2SRFS6F1X81KH8LO8CWFPVN2	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598136997.0	1597964145.0	1597964197.0	2020-08-21 09:11:20-04:00	69	75	76	59	car2	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
32AT8R96GP43IZ0D4QOPOWGZ5FSSU6	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598210505.0	1598037694.0	1598037705.0	2020-08-22 10:13:12-04:00	73	78	69	54	car2	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3CCZ6YKWRBE4S5EZUJGQZPJTECQ59A	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598218505.0	1598045700.0	1598045705.0	2020-08-22 10:13:12-04:00	70	74	74	62	car2	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3WT783CTPFC8FJ2B7DHU41KTUU1CBN	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598222900.0	1598050093.0	1598050100.0	2020-08-22 10:13:13-04:00	75	76	67	53	car2	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3OSWBBLG1ISPXEBQC54ND4T3YX5DX1	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598223598.0	1598050781.0	1598050798.0	2020-08-22 10:13:13-04:00	72	77	70	53	car2	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
340UGXU9D2WJARHHYLTUZJ064N5VU5	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598234945.0	1598062092.0	1598062145.0	2020-08-22 10:13:14-04:00	70	76	76	58	car2	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
3ZAK8W07I893HQG1VO55EQAGAR60UW	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598238101.0	1598065289.0	1598065301.0	2020-08-22 10:13:14-04:00	69	77	73	53	car2	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
35GMH2SV3IC7VBBY79SB09KVM7ZOE2	3PKJ68EHEQR2RQE9RV3AOX4041ZJH4	Approved	1598241545.0	1598068738.0	1598068745.0	2020-08-22 10:13:15-04:00	70	64	86	71	car2	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3DQQ64TANKGJXB9Q79ZWBFWL335WPM	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598131034.0	1597958207.0	1597958234.0	2020-08-21 09:11:20-04:00	69	123	34	27	cardark	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3Z7VU45IP2CKAEVTXU8D9N85HQO1Z0	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598146250.0	1597973441.0	1597973450.0	2020-08-21 09:11:21-04:00	72	128	32	25	cardark	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3I3WADAZ9UZ7ZSI5W8Z8WFEI99V5O3	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598210288.0	1598037475.0	1598037488.0	2020-08-22 10:13:15-04:00	69	124	38	28	cardark	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
30JNVC0ORDFM0XFGCNSLAHC8TKEHQG	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598211614.0	1598038772.0	1598038814.0	2020-08-22 10:13:15-04:00	74	125	28	23	cardark	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3HPZF4IVNQO4SRVMH5VECCIUF2OCY5	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598216965.0	1598044157.0	1598044165.0	2020-08-22 10:13:16-04:00	72	126	34	19	cardark	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
37C0GNLMHJYCEZRUBIVXDRGJ1SDD6C	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598217974.0	1598045167.0	1598045174.0	2020-08-22 10:13:16-04:00	64	122	47	29	cardark	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3SBEHTYCWRYV5UHM9FR0NFGPS84YIR	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598223251.0	1598050441.0	1598050451.0	2020-08-22 10:13:17-04:00	72	126	30	25	cardark	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3KWTYT0874YZT7F8JGJG4YAOE855L9	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598233502.0	1598060678.0	1598060702.0	2020-08-22 10:13:17-04:00	69	126	39	30	cardark	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3MRNMEIQW91UXKU1YM1Z2AYGRPALD4	3R5LWXWHS33PMEONOT0TU60E0Z1GXQ	Approved	1598235126.0	1598062308.0	1598062326.0	2020-08-22 10:13:18-04:00	65	121	48	32	cardark	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
374TNBHA8FQ8MS55MNW9WH7BJ7SQY7	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598131208.0	1597958390.0	1597958408.0	2020-08-21 09:11:21-04:00	306	101	43	56	football	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3EICBYG648REX20NV5UB2P362P1JCM	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598146144.0	1597973333.0	1597973344.0	2020-08-21 09:11:22-04:00	304	101	48	56	football	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3ZOTGHDK5M685UGG84CGPQOANTZSOO	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598209834.0	1598037020.0	1598037034.0	2020-08-22 10:13:18-04:00	307	99	44	58	football	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
32AT8R96GP43IZ0D4QOPOWGZ5G1SUH	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598211654.0	1598038814.0	1598038854.0	2020-08-22 10:13:18-04:00	308	102	41	52	football	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3L0KT67Y8IBKZ8KIERLERHMC15HYSS	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598218237.0	1598045426.0	1598045437.0	2020-08-22 10:13:19-04:00	305	97	47	56	football	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
33IZTU6J85WVZ3U89VZC83F3ZZ9SX2	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598222606.0	1598049775.0	1598049806.0	2020-08-22 10:13:19-04:00	306	102	38	52	football	ZT9ZUWXIZ2rHZ8IOWDP1xs7WdlM5qYJLXmp05DYr2oWrxYZU8R
36TFCYNS48569UGSY1ND4P81QPWHXC	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598223354.0	1598050533.0	1598050554.0	2020-08-22 10:13:20-04:00	305	103	46	56	football	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
36W0OB37H09VEPG7ZJBY1AOCYQLZHK	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598237865.0	1598065051.0	1598065065.0	2020-08-22 10:13:20-04:00	307	101	41	56	football	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3E47SOBEYURI2RGHDN9BQOO6PMOCI3	3M67TQBQRKJYBRTMZD25IH3TV1X9AO	Approved	1598241861.0	1598069048.0	1598069061.0	2020-08-22 10:13:20-04:00	296	104	83	62	football	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3P59JYT76PFVDN4QA6J9SIHTOZY2TI	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598131369.0	1597958550.0	1597958569.0	2020-08-21 09:11:22-04:00	245	63	15	14	freeman3	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3NL0RFNU0JI6DITQKBO5K6RVP1LK4A	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598146349.0	1597973541.0	1597973549.0	2020-08-21 09:11:22-04:00	244	62	14	17	freeman3	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3SB5N7Y3O7ZKC8F6BJGOAB9P1FAG0N	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598208232.0	1598035413.0	1598035432.0	2020-08-22 10:13:21-04:00	245	62	13	16	freeman3	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3I33IC7ZWJXQYR5H46SSXDR10ILA2T	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598208689.0	1598035840.0	1598035889.0	2020-08-22 10:13:21-04:00	244	62	16	20	freeman3	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3DEL4X4ELAGSVP6H81R1QP34GJ0YXF	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598215111.0	1598042302.0	1598042311.0	2020-08-22 10:13:22-04:00	244	63	13	13	freeman3	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
30X31N5D67LJ3QMFYL7YOV45YEEASU	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598218129.0	1598045324.0	1598045329.0	2020-08-22 10:13:22-04:00	241	61	21	16	freeman3	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3OUYGIZWRBTQPL85E26B4KNH29QP0Z	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598224231.0	1598051420.0	1598051431.0	2020-08-22 10:13:23-04:00	245	63	9	16	freeman3	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3TUI152ZZFIBWMU2AYP0IUW1CYOQ12	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598233861.0	1598061048.0	1598061061.0	2020-08-22 10:13:23-04:00	243	63	17	18	freeman3	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3FDJT1UU783O91XQYG7FPYX9P865KC	3D06DR5238EDIBCGOM6AN39DV04MA0	Approved	1598234879.0	1598062046.0	1598062079.0	2020-08-22 10:13:23-04:00	243	62	18	18	freeman3	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
3XLBSAQ9Z87YL0AVMAPMAXZIKCOZ7V	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598146682.0	1597973868.0	1597973882.0	2020-08-21 09:11:23-04:00	150	44	41	167	dancer2	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
33UKMF931DFPXMY3TL35T5QJODVTTN	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598147627.0	1597974725.0	1597974827.0	2020-08-21 09:11:23-04:00	101	52	118	151	dancer2	HzxQRzdjRUE9KTA4tl2F0fbUxOFa29vJt5hgA7eTsoWlLGdyOm
3ZR9AIQJUF440SMMGIEN1MCMBA540S	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598208639.0	1598035816.0	1598035839.0	2020-08-22 10:13:24-04:00	150	50	40	158	dancer2	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
39LNWE0K4YREOLXHZEUBKUACWI1UIT	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598211859.0	1598039042.0	1598039059.0	2020-08-22 10:13:24-04:00	152	48	39	167	dancer2	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
31T4R4OBOWBLD7ZLUW5EZZYXB3O7C8	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598218479.0	1598045670.0	1598045679.0	2020-08-22 10:13:25-04:00	148	43	43	163	dancer2	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
30X31N5D67LJ3QMFYL7YOV45YF1ASJ	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598222724.0	1598049882.0	1598049924.0	2020-08-22 10:13:25-04:00	152	59	35	148	dancer2	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
33M4IA01QKWJYOUVU6Z7ITA7DYTRXI	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598223135.0	1598050325.0	1598050335.0	2020-08-22 10:13:26-04:00	144	31	51	193	dancer2	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
373ERPL3YS3CH7LBPWYATQP103HTRF	31HLTCK4COQXIPJSOEZB6L3TKOTGVN	Approved	1598233824.0	1598061009.0	1598061024.0	2020-08-22 10:13:26-04:00	143	62	47	149	dancer2	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
